id,skill,group,conceptType,reuse,priority,aliases
ESCO-CR-0537,aplicación operativa de sistemas,tic_soporte,knowledge,sector-specific,4,aplicación operativa de sistemas; sistemas; sistemas ingeniería en sistemas; aplicación operativa de ingeniería en sistemas; ingeniería en sistemas
ESCO-CR-0538,aplicación operativa de electricidad,construccion_mantenimiento,skill/competence,cross-sector,3,aplicación operativa de electricidad; electricidad; electricidad ingeniería electromecánica; aplicación operativa de ingeniería electromecánica; ingeniería electromecánica
ESCO-CR-0539,aplicación operativa de planos,ingenieria_construccion,skill/competence,transversal,5,aplicación operativa de planos; planos; planos arquitectura; aplicación operativa de arquitectura; arquitectura
ESCO-CR-0540,aplicación operativa de plan de trabajo,proyectos,skill/competence,sector-specific,4,aplicación operativa de plan de trabajo; plan de trabajo; plan de trabajo gestión de proyectos; aplicación operativa de gestión de proyectos; gestión de proyectos
ESCO-CR-0541,aplicación operativa de líder,proyectos,knowledge,cross-sector,3,aplicación operativa de líder; líder; líder gerencia; aplicación operativa de gerencia; gerencia
ESCO-CR-0542,aplicación operativa de prospección,ventas_servicio,skill/competence,transversal,3,aplicación operativa de prospección; prospección; prospección ventas; aplicación operativa de ventas; ventas
ESCO-CR-0543,aplicación operativa de consultas,ventas_servicio,skill/competence,sector-specific,4,aplicación operativa de consultas; consultas; consultas servicio al cliente; aplicación operativa de servicio al cliente; servicio al cliente
ESCO-CR-0544,aplicación operativa de vendedor de tienda,ventas_comercio,skill/competence,cross-sector,3,aplicación operativa de vendedor de tienda; vendedor de tienda; vendedor de tienda retail; aplicación operativa de retail; retail
ESCO-CR-0545,aplicación operativa de email marketing,marketing_digital,knowledge,transversal,3,aplicación operativa de email marketing; email marketing; email marketing marketing; aplicación operativa de marketing; marketing
ESCO-CR-0546,aplicación operativa de diseño,marketing_digital,skill/competence,sector-specific,5,aplicación operativa de diseño; diseño; diseño diseño gráfico; aplicación operativa de diseño gráfico; diseño gráfico
ESCO-CR-0547,aplicación operativa de documentos,administracion,skill/competence,cross-sector,3,aplicación operativa de documentos; documentos; documentos administración; aplicación operativa de administración; administración
ESCO-CR-0548,aplicación operativa de contabilidad,finanzas,skill/competence,transversal,3,aplicación operativa de contabilidad; contabilidad; contabilidad contabilidad
ESCO-CR-0549,aplicación operativa de legitimación,finanzas,knowledge,sector-specific,4,aplicación operativa de legitimación; legitimación; legitimación banca; aplicación operativa de banca; banca
ESCO-CR-0550,aplicación operativa de proveedores,logistica,skill/competence,cross-sector,3,aplicación operativa de proveedores; proveedores; proveedores compras; aplicación operativa de compras; compras
ESCO-CR-0551,aplicación operativa de despacho,logistica,skill/competence,transversal,3,aplicación operativa de despacho; despacho; despacho logística; aplicación operativa de logística; logística
ESCO-CR-0552,aplicación operativa de licencia b3,logistica,skill/competence,sector-specific,4,aplicación operativa de licencia b3; licencia b3; licencia b3 transporte; aplicación operativa de transporte; transporte
ESCO-CR-0553,aplicación operativa de línea de producción,manufactura,knowledge,cross-sector,5,aplicación operativa de línea de producción; línea de producción; línea de producción manufactura; aplicación operativa de manufactura; manufactura
ESCO-CR-0554,aplicación operativa de seguridad ocupacional,calidad_seguridad,skill/competence,transversal,3,aplicación operativa de seguridad ocupacional; seguridad ocupacional; seguridad ocupacional calidad; aplicación operativa de calidad; calidad
ESCO-CR-0555,aplicación operativa de mantenimiento,construccion_mantenimiento,skill/competence,sector-specific,4,aplicación operativa de mantenimiento; mantenimiento; mantenimiento mantenimiento
ESCO-CR-0556,aplicación operativa de trabajo en alturas,construccion_mantenimiento,skill/competence,cross-sector,3,aplicación operativa de trabajo en alturas; trabajo en alturas; trabajo en alturas construcción operativa; aplicación operativa de construcción operativa; construcción operativa
ESCO-CR-0557,aplicación operativa de turismo,turismo_alimentos,knowledge,transversal,3,aplicación operativa de turismo; turismo; turismo turismo
ESCO-CR-0558,aplicación operativa de cocinero,turismo_alimentos,skill/competence,sector-specific,4,aplicación operativa de cocinero; cocinero; cocinero gastronomía; aplicación operativa de gastronomía; gastronomía
ESCO-CR-0559,aplicación operativa de enfermeria,salud_ciencias,skill/competence,cross-sector,3,aplicación operativa de enfermeria; enfermeria; enfermeria salud; aplicación operativa de salud; salud
ESCO-CR-0560,aplicación operativa de sala limpia,salud_ciencias,skill/competence,transversal,5,aplicación operativa de sala limpia; sala limpia; sala limpia dispositivos médicos; aplicación operativa de dispositivos médicos; dispositivos médicos
ESCO-CR-0561,aplicación operativa de cosmética,salud_ciencias,knowledge,sector-specific,4,aplicación operativa de cosmética; cosmética; cosmética farmacia; aplicación operativa de farmacia; farmacia
ESCO-CR-0562,aplicación operativa de evaluación de aprendizajes,rrhh_orientacion,skill/competence,cross-sector,3,aplicación operativa de evaluación de aprendizajes; evaluación de aprendizajes; evaluación de aprendizajes educación; aplicación operativa de educación; educación
ESCO-CR-0563,aplicación operativa de capacitacion,rrhh_orientacion,skill/competence,transversal,3,aplicación operativa de capacitacion; capacitacion; capacitacion recursos humanos; aplicación operativa de recursos humanos; recursos humanos
ESCO-CR-0564,aplicación operativa de orientacion,rrhh_orientacion,skill/competence,sector-specific,4,aplicación operativa de orientacion; orientacion; orientacion orientación laboral; aplicación operativa de orientación laboral; orientación laboral
ESCO-CR-0565,aplicación operativa de expediente legal,administracion,knowledge,cross-sector,3,aplicación operativa de expediente legal; expediente legal; expediente legal legal; aplicación operativa de legal; legal
ESCO-CR-0566,aplicación operativa de contratación administrativa,administracion,skill/competence,transversal,3,aplicación operativa de contratación administrativa; contratación administrativa; contratación administrativa sector público; aplicación operativa de sector público; sector público
ESCO-CR-0567,aplicación operativa de rondas,calidad_seguridad,skill/competence,sector-specific,5,aplicación operativa de rondas; rondas; rondas seguridad privada; aplicación operativa de seguridad privada; seguridad privada
ESCO-CR-0568,aplicación operativa de mantenimiento general,calidad_seguridad,skill/competence,cross-sector,3,aplicación operativa de mantenimiento general; mantenimiento general; mantenimiento general limpieza; aplicación operativa de limpieza; limpieza
ESCO-CR-0569,aplicación operativa de finca,agro_ambiente,knowledge,transversal,3,aplicación operativa de finca; finca; finca agricultura; aplicación operativa de agricultura; agricultura
ESCO-CR-0570,aplicación operativa de sostenibilidad,agro_ambiente,skill/competence,sector-specific,4,aplicación operativa de sostenibilidad; sostenibilidad; sostenibilidad ambiente; aplicación operativa de ambiente; ambiente
ESCO-CR-0571,aplicación operativa de logistica internacional,logistica,skill/competence,cross-sector,3,aplicación operativa de logistica internacional; logistica internacional; logistica internacional comercio exterior; aplicación operativa de comercio exterior; comercio exterior
ESCO-CR-0572,aplicación operativa de avalúos,ventas_comercio,skill/competence,transversal,3,aplicación operativa de avalúos; avalúos; avalúos bienes raíces; aplicación operativa de bienes raíces; bienes raíces
ESCO-CR-0573,aplicación operativa de bilingue,idiomas,knowledge,sector-specific,4,aplicación operativa de bilingue; bilingue; bilingue idiomas; aplicación operativa de idiomas; idiomas
ESCO-CR-0574,aplicación operativa de analítica,digital_avanzado,skill/competence,cross-sector,5,aplicación operativa de analítica; analítica; analítica datos; aplicación operativa de datos; datos
ESCO-CR-0575,aplicación operativa de infraestructura tecnologica,tic_soporte,skill/competence,transversal,3,aplicación operativa de infraestructura tecnologica; infraestructura tecnologica; infraestructura tecnologica ciberseguridad; aplicación operativa de ciberseguridad; ciberseguridad
ESCO-CR-0576,aplicación operativa de infraestructura,construccion_mantenimiento,skill/competence,sector-specific,4,aplicación operativa de infraestructura; infraestructura; infraestructura energía; aplicación operativa de energía; energía
ESCO-CR-0577,aplicación operativa de datos cientificos,salud_ciencias,knowledge,cross-sector,3,aplicación operativa de datos cientificos; datos cientificos; datos cientificos investigación; aplicación operativa de investigación; investigación
ESCO-CR-0578,aplicación operativa de música,marketing_digital,skill/competence,transversal,3,aplicación operativa de música; música; música audiovisual; aplicación operativa de audiovisual; audiovisual
ESCO-CR-0579,aplicación operativa de recreacion,salud_ciencias,skill/competence,sector-specific,4,aplicación operativa de recreacion; recreacion; recreacion deporte; aplicación operativa de deporte; deporte
ESCO-CR-0580,aplicación operativa de estetica,ventas_servicio,skill/competence,cross-sector,3,aplicación operativa de estetica; estetica; estetica belleza; aplicación operativa de belleza; belleza
ESCO-CR-0581,aplicación operativa de servicios domésticos,turismo_alimentos,knowledge,transversal,5,aplicación operativa de servicios domésticos; servicios domésticos; servicios domésticos servicios domésticos
ESCO-CR-0582,aplicación operativa de procesamiento de alimentos,agro_ambiente,skill/competence,sector-specific,4,aplicación operativa de procesamiento de alimentos; procesamiento de alimentos; procesamiento de alimentos agroindustria; aplicación operativa de agroindustria; agroindustria
ESCO-CR-0583,aplicación operativa de recuperacion,ventas_servicio,skill/competence,cross-sector,3,aplicación operativa de recuperacion; recuperacion; recuperacion contact center financiero; aplicación operativa de contact center financiero; contact center financiero
ESCO-CR-0584,aplicación operativa de ventas digitales,ventas_comercio,skill/competence,transversal,3,aplicación operativa de ventas digitales; ventas digitales; ventas digitales emprendimiento; aplicación operativa de emprendimiento; emprendimiento
ESCO-CR-0585,aplicación operativa de soporte tecnico,tic_soporte,knowledge,sector-specific,4,aplicación operativa de soporte tecnico; soporte tecnico; soporte tecnico soporte técnico; aplicación operativa de soporte técnico; soporte técnico
ESCO-CR-0586,aplicación operativa de cisco,tic_soporte,skill/competence,cross-sector,3,aplicación operativa de cisco; cisco; cisco redes; aplicación operativa de redes; redes
ESCO-CR-0587,aplicación operativa de cloud,tic_soporte,skill/competence,transversal,3,aplicación operativa de cloud; cloud; cloud cloud computing; aplicación operativa de cloud computing; cloud computing
ESCO-CR-0588,aplicación operativa de deploy,tic_soporte,skill/competence,sector-specific,5,aplicación operativa de deploy; deploy; deploy devops; aplicación operativa de devops; devops
ESCO-CR-0589,aplicación operativa de testing,tic_soporte,knowledge,cross-sector,3,aplicación operativa de testing; testing; testing qa testing; aplicación operativa de qa testing; qa testing
ESCO-CR-0590,aplicación operativa de inteligencia artificial,digital_avanzado,skill/competence,transversal,3,aplicación operativa de inteligencia artificial; inteligencia artificial; inteligencia artificial ia generativa; aplicación operativa de ia generativa; ia generativa
ESCO-CR-0591,aplicación operativa de aprendizaje automatico,digital_avanzado,skill/competence,sector-specific,4,aplicación operativa de aprendizaje automatico; aprendizaje automatico; aprendizaje automatico machine learning; aplicación operativa de machine learning; machine learning
ESCO-CR-0592,aplicación operativa de zapier,digital_avanzado,skill/competence,cross-sector,3,aplicación operativa de zapier; zapier; zapier rpa; aplicación operativa de rpa; rpa
ESCO-CR-0593,aplicación operativa de odoo,digital_basico,knowledge,transversal,3,aplicación operativa de odoo; odoo; odoo erp; aplicación operativa de erp; erp
ESCO-CR-0594,aplicación operativa de hojas de cálculo,digital_basico,skill/competence,sector-specific,4,aplicación operativa de hojas de cálculo; hojas de cálculo; hojas de cálculo ofimática certificada; aplicación operativa de ofimática certificada; ofimática certificada
ESCO-CR-0595,aplicación operativa de control de acceso,construccion_mantenimiento,skill/competence,cross-sector,5,aplicación operativa de control de acceso; control de acceso; control de acceso electrónica; aplicación operativa de electrónica; electrónica
ESCO-CR-0596,aplicación operativa de cableado,construccion_mantenimiento,skill/competence,transversal,3,aplicación operativa de cableado; cableado; cableado fibra óptica; aplicación operativa de fibra óptica; fibra óptica
ESCO-CR-0597,aplicación operativa de gas refrigerante,construccion_mantenimiento,knowledge,sector-specific,4,aplicación operativa de gas refrigerante; gas refrigerante; gas refrigerante refrigeración; aplicación operativa de refrigeración; refrigeración
ESCO-CR-0598,aplicación operativa de soldadura,construccion_mantenimiento,skill/competence,cross-sector,3,aplicación operativa de soldadura; soldadura; soldadura soldadura certificada y metalmecánica; aplicación operativa de soldadura certificada y metalmecánica; soldadura certificada y metalmecánica
ESCO-CR-0599,aplicación operativa de tablero electrico,construccion_mantenimiento,skill/competence,transversal,3,aplicación operativa de tablero electrico; tablero electrico; tablero electrico electricidad residencial; aplicación operativa de electricidad residencial; electricidad residencial
ESCO-CR-0600,aplicación operativa de automotriz,construccion_mantenimiento,skill/competence,sector-specific,4,aplicación operativa de automotriz; automotriz; automotriz mecánica automotriz; aplicación operativa de mecánica automotriz; mecánica automotriz
ESCO-CR-0601,aplicación operativa de motos,construccion_mantenimiento,knowledge,cross-sector,3,aplicación operativa de motos; motos; motos mecánica de motocicletas y movilidad liviana; aplicación operativa de mecánica de motocicletas y movilidad liviana; mecánica de motocicletas y movilidad liviana
ESCO-CR-0602,aplicación operativa de cargador,logistica,skill/competence,transversal,5,aplicación operativa de cargador; cargador; cargador operación de maquinaria pesada y equipos especiales; aplicación operativa de operación de maquinaria pesada y equipos especiales; operación de maquinaria pesada y equipos especiales
ESCO-CR-0603,aplicación operativa de estiba,logistica,skill/competence,sector-specific,4,aplicación operativa de estiba; estiba; estiba montacargas; aplicación operativa de montacargas; montacargas
ESCO-CR-0604,aplicación operativa de limpieza y desinfección,turismo_alimentos,skill/competence,cross-sector,3,aplicación operativa de limpieza y desinfección; limpieza y desinfección; limpieza y desinfección inocuidad alimentaria; aplicación operativa de inocuidad alimentaria; inocuidad alimentaria
ESCO-CR-0605,aplicación operativa de control analitico,salud_ciencias,knowledge,transversal,3,aplicación operativa de control analitico; control analitico; control analitico técnico de laboratorio; aplicación operativa de técnico de laboratorio; técnico de laboratorio
ESCO-CR-0606,aplicación operativa de acompanamiento,salud_ciencias,skill/competence,sector-specific,4,aplicación operativa de acompanamiento; acompanamiento; acompanamiento asistencia al paciente; aplicación operativa de asistencia al paciente; asistencia al paciente
ESCO-CR-0607,aplicación operativa de pedicure,ventas_servicio,skill/competence,cross-sector,3,aplicación operativa de pedicure; pedicure; pedicure cosmetología; aplicación operativa de cosmetología; cosmetología
ESCO-CR-0608,aplicación operativa de cocina técnica,turismo_alimentos,skill/competence,transversal,3,aplicación operativa de cocina técnica; cocina técnica; cocina técnica cocina técnica
ESCO-CR-0609,aplicación operativa de coctelería,turismo_alimentos,knowledge,sector-specific,5,aplicación operativa de coctelería; coctelería; coctelería barismo; aplicación operativa de barismo; barismo
ESCO-CR-0610,aplicación operativa de repostería,turismo_alimentos,skill/competence,cross-sector,3,aplicación operativa de repostería; repostería; repostería panadería; aplicación operativa de panadería; panadería
ESCO-CR-0611,aplicación operativa de prevencion de riesgos,calidad_seguridad,skill/competence,transversal,3,aplicación operativa de prevencion de riesgos; prevencion de riesgos; prevencion de riesgos seguridad privada certificada; aplicación operativa de seguridad privada certificada; seguridad privada certificada
ESCO-CR-0612,aplicación operativa de customer service,idiomas,skill/competence,sector-specific,4,aplicación operativa de customer service; customer service; customer service inglés para bpo; aplicación operativa de inglés para bpo; inglés para bpo
ESCO-CR-0613,aplicación operativa de catálogo digital,marketing_digital,knowledge,cross-sector,3,aplicación operativa de catálogo digital; catálogo digital; catálogo digital e-commerce; aplicación operativa de e-commerce; e-commerce
ESCO-CR-0614,aplicación operativa de google workspace,administracion,skill/competence,transversal,3,aplicación operativa de google workspace; google workspace; google workspace asistencia virtual; aplicación operativa de asistencia virtual; asistencia virtual
ESCO-CR-0615,gestión técnica de supervisión de obra,construccion_mantenimiento,skill/competence,sector-specific,4,gestión técnica de supervisión de obra; supervisión de obra; supervisión de obra ingeniería civil; gestión técnica de ingeniería civil; ingeniería civil
ESCO-CR-0616,gestión técnica de lean,calidad_seguridad,skill/competence,cross-sector,5,gestión técnica de lean; lean; lean ingeniería industrial; gestión técnica de ingeniería industrial; ingeniería industrial
ESCO-CR-0617,gestión técnica de soporte técnico,digital_avanzado,knowledge,transversal,3,gestión técnica de soporte técnico; soporte técnico; soporte técnico ingeniería en sistemas; gestión técnica de ingeniería en sistemas; ingeniería en sistemas
ESCO-CR-0618,gestión técnica de energia,calidad_seguridad,skill/competence,sector-specific,4,gestión técnica de energia; energia; energia ingeniería electromecánica; gestión técnica de ingeniería electromecánica; ingeniería electromecánica
ESCO-CR-0619,gestión técnica de arquitectura,construccion_mantenimiento,skill/competence,cross-sector,3,gestión técnica de arquitectura; arquitectura; arquitectura arquitectura
ESCO-CR-0620,gestión técnica de microsoft project,comunicacion,skill/competence,transversal,3,gestión técnica de microsoft project; microsoft project; microsoft project gestión de proyectos; gestión técnica de gestión de proyectos; gestión de proyectos
ESCO-CR-0621,gestión técnica de supervisor,comunicacion,knowledge,sector-specific,4,gestión técnica de supervisor; supervisor; supervisor gerencia; gestión técnica de gerencia; gerencia
ESCO-CR-0622,gestión técnica de negociación,ventas_comercio,skill/competence,cross-sector,3,gestión técnica de negociación; negociación; negociación ventas; gestión técnica de ventas; ventas
ESCO-CR-0623,gestión técnica de atencion al cliente,comunicacion,skill/competence,transversal,5,gestión técnica de atencion al cliente; atencion al cliente; atencion al cliente servicio al cliente; gestión técnica de servicio al cliente; servicio al cliente
ESCO-CR-0624,gestión técnica de demostradora,ventas_servicio,skill/competence,sector-specific,4,gestión técnica de demostradora; demostradora; demostradora retail; gestión técnica de retail; retail
ESCO-CR-0625,gestión técnica de copywriting,ventas_servicio,knowledge,cross-sector,3,gestión técnica de copywriting; copywriting; copywriting marketing; gestión técnica de marketing; marketing
ESCO-CR-0626,gestión técnica de photoshop,digital_avanzado,skill/competence,transversal,3,gestión técnica de photoshop; photoshop; photoshop diseño gráfico; gestión técnica de diseño gráfico; diseño gráfico
ESCO-CR-0627,gestión técnica de oficina,digital_basico,skill/competence,sector-specific,4,gestión técnica de oficina; oficina; oficina administración; gestión técnica de administración; administración
ESCO-CR-0628,gestión técnica de tributación,administracion,skill/competence,cross-sector,3,gestión técnica de tributación; tributación; tributación contabilidad; gestión técnica de contabilidad; contabilidad
ESCO-CR-0629,gestión técnica de crédito,ventas_servicio,knowledge,transversal,3,gestión técnica de crédito; crédito; crédito banca; gestión técnica de banca; banca
ESCO-CR-0630,gestión técnica de licitación,administracion,skill/competence,sector-specific,5,gestión técnica de licitación; licitación; licitación compras; gestión técnica de compras; compras
ESCO-CR-0631,gestión técnica de distribucion,calidad_seguridad,skill/competence,cross-sector,3,gestión técnica de distribucion; distribucion; distribucion logística; gestión técnica de logística; logística
ESCO-CR-0632,gestión técnica de flota,calidad_seguridad,skill/competence,transversal,3,gestión técnica de flota; flota; flota transporte; gestión técnica de transporte; transporte
ESCO-CR-0633,gestión técnica de manufactura,calidad_seguridad,knowledge,sector-specific,4,gestión técnica de manufactura; manufactura; manufactura manufactura
ESCO-CR-0634,gestión técnica de salud ocupacional,manufactura,skill/competence,cross-sector,3,gestión técnica de salud ocupacional; salud ocupacional; salud ocupacional calidad; gestión técnica de calidad; calidad
ESCO-CR-0635,gestión técnica de electricidad,calidad_seguridad,skill/competence,transversal,3,gestión técnica de electricidad; electricidad; electricidad mantenimiento; gestión técnica de mantenimiento; mantenimiento
ESCO-CR-0636,gestión técnica de acabados,calidad_seguridad,skill/competence,sector-specific,4,gestión técnica de acabados; acabados; acabados construcción operativa; gestión técnica de construcción operativa; construcción operativa
ESCO-CR-0637,gestión técnica de hospedaje,ventas_servicio,knowledge,cross-sector,5,gestión técnica de hospedaje; hospedaje; hospedaje turismo; gestión técnica de turismo; turismo
ESCO-CR-0638,gestión técnica de manipulacion de alimentos,calidad_seguridad,skill/competence,transversal,3,gestión técnica de manipulacion de alimentos; manipulacion de alimentos; manipulacion de alimentos gastronomía; gestión técnica de gastronomía; gastronomía
ESCO-CR-0639,gestión técnica de clinica,calidad_seguridad,skill/competence,sector-specific,4,gestión técnica de clinica; clinica; clinica salud; gestión técnica de salud; salud
ESCO-CR-0640,gestión técnica de manufactura medica,manufactura,skill/competence,cross-sector,3,gestión técnica de manufactura medica; manufactura medica; manufactura medica dispositivos médicos; gestión técnica de dispositivos médicos; dispositivos médicos
ESCO-CR-0641,gestión técnica de bienestar,ventas_servicio,knowledge,transversal,3,gestión técnica de bienestar; bienestar; bienestar farmacia; gestión técnica de farmacia; farmacia
ESCO-CR-0642,gestión técnica de curriculo,comunicacion,skill/competence,sector-specific,4,gestión técnica de curriculo; curriculo; curriculo educación; gestión técnica de educación; educación
ESCO-CR-0643,gestión técnica de desarrollo de talento,administracion,skill/competence,cross-sector,3,gestión técnica de desarrollo de talento; desarrollo de talento; desarrollo de talento recursos humanos; gestión técnica de recursos humanos; recursos humanos
ESCO-CR-0644,gestión técnica de intervencion social,comunicacion,skill/competence,transversal,5,gestión técnica de intervencion social; intervencion social; intervencion social orientación laboral; gestión técnica de orientación laboral; orientación laboral
ESCO-CR-0645,gestión técnica de contratos,finanzas,knowledge,sector-specific,4,gestión técnica de contratos; contratos; contratos legal; gestión técnica de legal; legal
ESCO-CR-0646,gestión técnica de institucion,comunicacion,skill/competence,cross-sector,3,gestión técnica de institucion; institucion; institucion sector público; gestión técnica de sector público; sector público
ESCO-CR-0647,gestión técnica de rondas,ventas_servicio,skill/competence,transversal,3,gestión técnica de rondas; rondas; rondas seguridad privada; gestión técnica de seguridad privada; seguridad privada
ESCO-CR-0648,gestión técnica de mantenimiento general,turismo_alimentos,skill/competence,sector-specific,4,gestión técnica de mantenimiento general; mantenimiento general; mantenimiento general limpieza; gestión técnica de limpieza; limpieza
ESCO-CR-0649,gestión técnica de cosecha,calidad_seguridad,knowledge,cross-sector,3,gestión técnica de cosecha; cosecha; cosecha agricultura; gestión técnica de agricultura; agricultura
ESCO-CR-0650,gestión técnica de gestión ambiental,calidad_seguridad,skill/competence,transversal,3,gestión técnica de gestión ambiental; gestión ambiental; gestión ambiental ambiente; gestión técnica de ambiente; ambiente
ESCO-CR-0651,gestión técnica de logística internacional,administracion,skill/competence,sector-specific,5,gestión técnica de logística internacional; logística internacional; logística internacional comercio exterior; gestión técnica de comercio exterior; comercio exterior
ESCO-CR-0652,gestión técnica de administracion de propiedades,ventas_servicio,skill/competence,cross-sector,3,gestión técnica de administracion de propiedades; administracion de propiedades; administracion de propiedades bienes raíces; gestión técnica de bienes raíces; bienes raíces
ESCO-CR-0653,gestión técnica de francés,ventas_servicio,knowledge,transversal,3,gestión técnica de francés; francés; francés idiomas; gestión técnica de idiomas; idiomas
ESCO-CR-0654,gestión técnica de indicadores,tic_soporte,skill/competence,sector-specific,4,gestión técnica de indicadores; indicadores; indicadores datos; gestión técnica de datos; datos
ESCO-CR-0655,gestión técnica de infraestructura tecnologica,digital_avanzado,skill/competence,cross-sector,3,gestión técnica de infraestructura tecnologica; infraestructura tecnologica; infraestructura tecnologica ciberseguridad; gestión técnica de ciberseguridad; ciberseguridad
ESCO-CR-0656,gestión técnica de fibra óptica,tic_soporte,skill/competence,transversal,3,gestión técnica de fibra óptica; fibra óptica; fibra óptica energía; gestión técnica de energía; energía
ESCO-CR-0657,gestión técnica de laboratorio,calidad_seguridad,knowledge,sector-specific,4,gestión técnica de laboratorio; laboratorio; laboratorio investigación; gestión técnica de investigación; investigación
ESCO-CR-0658,gestión técnica de produccion audiovisual,comunicacion,skill/competence,cross-sector,5,gestión técnica de produccion audiovisual; produccion audiovisual; produccion audiovisual audiovisual; gestión técnica de audiovisual; audiovisual
ESCO-CR-0659,gestión técnica de recreación,ventas_servicio,skill/competence,transversal,3,gestión técnica de recreación; recreación; recreación deporte; gestión técnica de deporte; deporte
ESCO-CR-0660,gestión técnica de moda,ventas_comercio,skill/competence,sector-specific,4,gestión técnica de moda; moda; moda belleza; gestión técnica de belleza; belleza
ESCO-CR-0661,gestión técnica de servicios domésticos,salud_ciencias,knowledge,cross-sector,3,gestión técnica de servicios domésticos; servicios domésticos; servicios domésticos servicios domésticos
ESCO-CR-0662,gestión técnica de agroindustria,manufactura,skill/competence,transversal,3,gestión técnica de agroindustria; agroindustria; agroindustria agroindustria
ESCO-CR-0663,gestión técnica de recuperación,finanzas,skill/competence,sector-specific,4,gestión técnica de recuperación; recuperación; recuperación contact center financiero; gestión técnica de contact center financiero; contact center financiero
ESCO-CR-0664,gestión técnica de ventas digitales,finanzas,skill/competence,cross-sector,3,gestión técnica de ventas digitales; ventas digitales; ventas digitales emprendimiento; gestión técnica de emprendimiento; emprendimiento
ESCO-CR-0665,gestión técnica de troubleshooting,digital_basico,knowledge,transversal,5,gestión técnica de troubleshooting; troubleshooting; troubleshooting soporte técnico; gestión técnica de soporte técnico; soporte técnico
ESCO-CR-0666,gestión técnica de redes,digital_avanzado,skill/competence,sector-specific,4,gestión técnica de redes; redes; redes redes
ESCO-CR-0667,gestión técnica de nube,digital_avanzado,skill/competence,cross-sector,3,gestión técnica de nube; nube; nube cloud computing; gestión técnica de cloud computing; cloud computing
ESCO-CR-0668,gestión técnica de kubernetes,digital_avanzado,skill/competence,transversal,3,gestión técnica de kubernetes; kubernetes; kubernetes devops; gestión técnica de devops; devops
ESCO-CR-0669,gestión técnica de testing,digital_avanzado,knowledge,sector-specific,4,gestión técnica de testing; testing; testing qa testing; gestión técnica de qa testing; qa testing
ESCO-CR-0670,gestión técnica de prompt engineering,tic_soporte,skill/competence,cross-sector,3,gestión técnica de prompt engineering; prompt engineering; prompt engineering ia generativa; gestión técnica de ia generativa; ia generativa
ESCO-CR-0671,gestión técnica de pandas,tic_soporte,skill/competence,transversal,3,gestión técnica de pandas; pandas; pandas machine learning; gestión técnica de machine learning; machine learning
ESCO-CR-0672,gestión técnica de zapier,digital_basico,skill/competence,sector-specific,5,gestión técnica de zapier; zapier; zapier rpa; gestión técnica de rpa; rpa
ESCO-CR-0673,gestión técnica de módulo sap,digital_avanzado,knowledge,cross-sector,3,gestión técnica de módulo sap; módulo sap; módulo sap erp; gestión técnica de erp; erp
ESCO-CR-0674,gestión técnica de excel avanzado,digital_avanzado,skill/competence,transversal,3,gestión técnica de excel avanzado; excel avanzado; excel avanzado ofimática certificada; gestión técnica de ofimática certificada; ofimática certificada
ESCO-CR-0675,gestión técnica de control de acceso,tic_soporte,skill/competence,sector-specific,4,gestión técnica de control de acceso; control de acceso; control de acceso electrónica; gestión técnica de electrónica; electrónica
ESCO-CR-0676,gestión técnica de cableado,tic_soporte,skill/competence,cross-sector,3,gestión técnica de cableado; cableado; cableado fibra óptica; gestión técnica de fibra óptica; fibra óptica
ESCO-CR-0677,gestión técnica de gas refrigerante,calidad_seguridad,knowledge,transversal,3,gestión técnica de gas refrigerante; gas refrigerante; gas refrigerante refrigeración; gestión técnica de refrigeración; refrigeración
ESCO-CR-0678,gestión técnica de metalmecánica,manufactura,skill/competence,sector-specific,4,gestión técnica de metalmecánica; metalmecánica; metalmecánica soldadura certificada y metalmecánica; gestión técnica de soldadura certificada y metalmecánica; soldadura certificada y metalmecánica
ESCO-CR-0679,gestión técnica de tablero eléctrico,calidad_seguridad,skill/competence,cross-sector,5,gestión técnica de tablero eléctrico; tablero eléctrico; tablero eléctrico electricidad residencial; gestión técnica de electricidad residencial; electricidad residencial
ESCO-CR-0680,gestión técnica de automotriz,calidad_seguridad,skill/competence,transversal,3,gestión técnica de automotriz; automotriz; automotriz mecánica automotriz; gestión técnica de mecánica automotriz; mecánica automotriz
ESCO-CR-0681,gestión técnica de mecanica de motos,calidad_seguridad,knowledge,sector-specific,4,gestión técnica de mecanica de motos; mecanica de motos; mecanica de motos mecánica de motocicletas y movilidad liviana; gestión técnica de mecánica de motocicletas y movilidad liviana; mecánica de motocicletas y movilidad liviana
ESCO-CR-0682,gestión técnica de retroexcavadora,construccion_mantenimiento,skill/competence,cross-sector,3,gestión técnica de retroexcavadora; retroexcavadora; retroexcavadora operación de maquinaria pesada y equipos especiales; gestión técnica de operación de maquinaria pesada y equipos especiales; operación de maquinaria pesada y equipos especiales
ESCO-CR-0683,gestión técnica de estiba,calidad_seguridad,skill/competence,transversal,3,gestión técnica de estiba; estiba; estiba montacargas; gestión técnica de montacargas; montacargas
ESCO-CR-0684,gestión técnica de manipulación de alimentos,calidad_seguridad,skill/competence,sector-specific,4,gestión técnica de manipulación de alimentos; manipulación de alimentos; manipulación de alimentos inocuidad alimentaria; gestión técnica de inocuidad alimentaria; inocuidad alimentaria
