id,nombre,macrofamilia_id,macrofamilia,especializacion,nivel,modalidad_referencia,zona_referencia,keywords
MF-CR-0138,"Gestión de proyectos, PMO y coordinación técnica · coordinación · Consultor",proyectos,"Gestión de proyectos, PMO y coordinación técnica",coordinación,Consultor,Virtual,GAM,"proyectos Gestión de proyectos, PMO y coordinación técnica coordinación proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0139,"Gestión de proyectos, PMO y coordinación técnica · técnica · Gestor",proyectos,"Gestión de proyectos, PMO y coordinación técnica",técnica,Gestor,Híbrido,Alajuela,"proyectos Gestión de proyectos, PMO y coordinación técnica técnica proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0140,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 15 · Instructor / formador",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 15,Instructor / formador,Campo,Heredia,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 15 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0141,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 16 · Control de calidad",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 16,Control de calidad,Mixto,Puntarenas,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 16 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0142,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 17 · Datos y reportes",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 17,Datos y reportes,Presencial,Zona Norte,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 17 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0143,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 18 · Herramientas digitales",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 18,Herramientas digitales,Virtual,GAM,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 18 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0144,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 19 · Proyectos",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 19,Proyectos,Híbrido,Alajuela,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 19 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0145,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 20 · Campo / operación local",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 20,Campo / operación local,Campo,Heredia,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 20 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0146,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 21 · Servicio al usuario",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 21,Servicio al usuario,Mixto,Puntarenas,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 21 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0147,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 22 · Gestión comercial",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 22,Gestión comercial,Presencial,Zona Norte,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 22 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0148,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 23 · Cumplimiento / normativa",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 23,Cumplimiento / normativa,Virtual,GAM,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 23 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0149,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 24 · Emprendimiento",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 24,Emprendimiento,Híbrido,Alajuela,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 24 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0150,"Gestión de proyectos, PMO y coordinación técnica · Gestión de proyectos enfoque 25 · Gerencial / estratégico",proyectos,"Gestión de proyectos, PMO y coordinación técnica",Gestión de proyectos enfoque 25,Gerencial / estratégico,Campo,Heredia,"proyectos Gestión de proyectos, PMO y coordinación técnica Gestión de proyectos enfoque 25 proyecto proyectos pmo scrum agile cronograma plan de trabajo coordinador de proyectos gestion de proyectos gestión de proyectos"
MF-CR-0151,"Gerencia, jefaturas y liderazgo organizacional · gerente · Entrada / auxiliar",gerencia,"Gerencia, jefaturas y liderazgo organizacional",gerente,Entrada / auxiliar,Campo,San José,"gerencia Gerencia, jefaturas y liderazgo organizacional gerente gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0152,"Gerencia, jefaturas y liderazgo organizacional · jefe · Asistente",gerencia,"Gerencia, jefaturas y liderazgo organizacional",jefe,Asistente,Mixto,Cartago,"gerencia Gerencia, jefaturas y liderazgo organizacional jefe gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0153,"Gerencia, jefaturas y liderazgo organizacional · jefatura · Técnico",gerencia,"Gerencia, jefaturas y liderazgo organizacional",jefatura,Técnico,Presencial,Limón,"gerencia Gerencia, jefaturas y liderazgo organizacional jefatura gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0154,"Gerencia, jefaturas y liderazgo organizacional · supervisor · Técnico certificado",gerencia,"Gerencia, jefaturas y liderazgo organizacional",supervisor,Técnico certificado,Virtual,Guanacaste,"gerencia Gerencia, jefaturas y liderazgo organizacional supervisor gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0155,"Gerencia, jefaturas y liderazgo organizacional · coordinador · Operativo especializado",gerencia,"Gerencia, jefaturas y liderazgo organizacional",coordinador,Operativo especializado,Híbrido,Zona Sur,"gerencia Gerencia, jefaturas y liderazgo organizacional coordinador gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0156,"Gerencia, jefaturas y liderazgo organizacional · lider · Analista junior",gerencia,"Gerencia, jefaturas y liderazgo organizacional",lider,Analista junior,Campo,San José,"gerencia Gerencia, jefaturas y liderazgo organizacional lider gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0157,"Gerencia, jefaturas y liderazgo organizacional · líder · Analista",gerencia,"Gerencia, jefaturas y liderazgo organizacional",líder,Analista,Mixto,Cartago,"gerencia Gerencia, jefaturas y liderazgo organizacional líder gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0158,"Gerencia, jefaturas y liderazgo organizacional · liderazgo · Analista senior",gerencia,"Gerencia, jefaturas y liderazgo organizacional",liderazgo,Analista senior,Presencial,Limón,"gerencia Gerencia, jefaturas y liderazgo organizacional liderazgo gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0159,"Gerencia, jefaturas y liderazgo organizacional · equipo · Especialista",gerencia,"Gerencia, jefaturas y liderazgo organizacional",equipo,Especialista,Virtual,Guanacaste,"gerencia Gerencia, jefaturas y liderazgo organizacional equipo gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0160,"Gerencia, jefaturas y liderazgo organizacional · presupuesto · Coordinador",gerencia,"Gerencia, jefaturas y liderazgo organizacional",presupuesto,Coordinador,Híbrido,Zona Sur,"gerencia Gerencia, jefaturas y liderazgo organizacional presupuesto gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0161,"Gerencia, jefaturas y liderazgo organizacional · estrategia · Supervisor",gerencia,"Gerencia, jefaturas y liderazgo organizacional",estrategia,Supervisor,Campo,San José,"gerencia Gerencia, jefaturas y liderazgo organizacional estrategia gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0162,"Gerencia, jefaturas y liderazgo organizacional · direccion · Jefatura",gerencia,"Gerencia, jefaturas y liderazgo organizacional",direccion,Jefatura,Mixto,Cartago,"gerencia Gerencia, jefaturas y liderazgo organizacional direccion gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0163,"Gerencia, jefaturas y liderazgo organizacional · dirección · Consultor",gerencia,"Gerencia, jefaturas y liderazgo organizacional",dirección,Consultor,Presencial,Limón,"gerencia Gerencia, jefaturas y liderazgo organizacional dirección gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0164,"Gerencia, jefaturas y liderazgo organizacional · resultados · Gestor",gerencia,"Gerencia, jefaturas y liderazgo organizacional",resultados,Gestor,Virtual,Guanacaste,"gerencia Gerencia, jefaturas y liderazgo organizacional resultados gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0165,"Gerencia, jefaturas y liderazgo organizacional · Gerencia · Instructor / formador",gerencia,"Gerencia, jefaturas y liderazgo organizacional",Gerencia,Instructor / formador,Híbrido,Zona Sur,"gerencia Gerencia, jefaturas y liderazgo organizacional Gerencia gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0166,"Gerencia, jefaturas y liderazgo organizacional · jefaturas · Control de calidad",gerencia,"Gerencia, jefaturas y liderazgo organizacional",jefaturas,Control de calidad,Campo,San José,"gerencia Gerencia, jefaturas y liderazgo organizacional jefaturas gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0167,"Gerencia, jefaturas y liderazgo organizacional · organizacional · Datos y reportes",gerencia,"Gerencia, jefaturas y liderazgo organizacional",organizacional,Datos y reportes,Mixto,Cartago,"gerencia Gerencia, jefaturas y liderazgo organizacional organizacional gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0168,"Gerencia, jefaturas y liderazgo organizacional · Gerencia enfoque 18 · Herramientas digitales",gerencia,"Gerencia, jefaturas y liderazgo organizacional",Gerencia enfoque 18,Herramientas digitales,Presencial,Limón,"gerencia Gerencia, jefaturas y liderazgo organizacional Gerencia enfoque 18 gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0169,"Gerencia, jefaturas y liderazgo organizacional · Gerencia enfoque 19 · Proyectos",gerencia,"Gerencia, jefaturas y liderazgo organizacional",Gerencia enfoque 19,Proyectos,Virtual,Guanacaste,"gerencia Gerencia, jefaturas y liderazgo organizacional Gerencia enfoque 19 gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0170,"Gerencia, jefaturas y liderazgo organizacional · Gerencia enfoque 20 · Campo / operación local",gerencia,"Gerencia, jefaturas y liderazgo organizacional",Gerencia enfoque 20,Campo / operación local,Híbrido,Zona Sur,"gerencia Gerencia, jefaturas y liderazgo organizacional Gerencia enfoque 20 gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0171,"Gerencia, jefaturas y liderazgo organizacional · Gerencia enfoque 21 · Servicio al usuario",gerencia,"Gerencia, jefaturas y liderazgo organizacional",Gerencia enfoque 21,Servicio al usuario,Campo,San José,"gerencia Gerencia, jefaturas y liderazgo organizacional Gerencia enfoque 21 gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0172,"Gerencia, jefaturas y liderazgo organizacional · Gerencia enfoque 22 · Gestión comercial",gerencia,"Gerencia, jefaturas y liderazgo organizacional",Gerencia enfoque 22,Gestión comercial,Mixto,Cartago,"gerencia Gerencia, jefaturas y liderazgo organizacional Gerencia enfoque 22 gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0173,"Gerencia, jefaturas y liderazgo organizacional · Gerencia enfoque 23 · Cumplimiento / normativa",gerencia,"Gerencia, jefaturas y liderazgo organizacional",Gerencia enfoque 23,Cumplimiento / normativa,Presencial,Limón,"gerencia Gerencia, jefaturas y liderazgo organizacional Gerencia enfoque 23 gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0174,"Gerencia, jefaturas y liderazgo organizacional · Gerencia enfoque 24 · Emprendimiento",gerencia,"Gerencia, jefaturas y liderazgo organizacional",Gerencia enfoque 24,Emprendimiento,Virtual,Guanacaste,"gerencia Gerencia, jefaturas y liderazgo organizacional Gerencia enfoque 24 gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0175,"Gerencia, jefaturas y liderazgo organizacional · Gerencia enfoque 25 · Gerencial / estratégico",gerencia,"Gerencia, jefaturas y liderazgo organizacional",Gerencia enfoque 25,Gerencial / estratégico,Híbrido,Zona Sur,"gerencia Gerencia, jefaturas y liderazgo organizacional Gerencia enfoque 25 gerente jefe jefatura supervisor coordinador lider líder liderazgo equipo presupuesto"
MF-CR-0176,"Ventas, asesoría comercial y desarrollo de negocios · ventas · Entrada / auxiliar",ventas,"Ventas, asesoría comercial y desarrollo de negocios",ventas,Entrada / auxiliar,Virtual,Puntarenas,"ventas Ventas, asesoría comercial y desarrollo de negocios ventas ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0177,"Ventas, asesoría comercial y desarrollo de negocios · vendedor · Asistente",ventas,"Ventas, asesoría comercial y desarrollo de negocios",vendedor,Asistente,Híbrido,Zona Norte,"ventas Ventas, asesoría comercial y desarrollo de negocios vendedor ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0178,"Ventas, asesoría comercial y desarrollo de negocios · asesor de ventas · Técnico",ventas,"Ventas, asesoría comercial y desarrollo de negocios",asesor de ventas,Técnico,Campo,GAM,"ventas Ventas, asesoría comercial y desarrollo de negocios asesor de ventas ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0179,"Ventas, asesoría comercial y desarrollo de negocios · ejecutivo comercial · Técnico certificado",ventas,"Ventas, asesoría comercial y desarrollo de negocios",ejecutivo comercial,Técnico certificado,Mixto,Alajuela,"ventas Ventas, asesoría comercial y desarrollo de negocios ejecutivo comercial ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0180,"Ventas, asesoría comercial y desarrollo de negocios · comercial · Operativo especializado",ventas,"Ventas, asesoría comercial y desarrollo de negocios",comercial,Operativo especializado,Presencial,Heredia,"ventas Ventas, asesoría comercial y desarrollo de negocios comercial ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0181,"Ventas, asesoría comercial y desarrollo de negocios · prospectar · Analista junior",ventas,"Ventas, asesoría comercial y desarrollo de negocios",prospectar,Analista junior,Virtual,Puntarenas,"ventas Ventas, asesoría comercial y desarrollo de negocios prospectar ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0182,"Ventas, asesoría comercial y desarrollo de negocios · prospeccion · Analista",ventas,"Ventas, asesoría comercial y desarrollo de negocios",prospeccion,Analista,Híbrido,Zona Norte,"ventas Ventas, asesoría comercial y desarrollo de negocios prospeccion ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0183,"Ventas, asesoría comercial y desarrollo de negocios · prospección · Analista senior",ventas,"Ventas, asesoría comercial y desarrollo de negocios",prospección,Analista senior,Campo,GAM,"ventas Ventas, asesoría comercial y desarrollo de negocios prospección ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0184,"Ventas, asesoría comercial y desarrollo de negocios · cierre · Especialista",ventas,"Ventas, asesoría comercial y desarrollo de negocios",cierre,Especialista,Mixto,Alajuela,"ventas Ventas, asesoría comercial y desarrollo de negocios cierre ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0185,"Ventas, asesoría comercial y desarrollo de negocios · negociacion · Coordinador",ventas,"Ventas, asesoría comercial y desarrollo de negocios",negociacion,Coordinador,Presencial,Heredia,"ventas Ventas, asesoría comercial y desarrollo de negocios negociacion ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0186,"Ventas, asesoría comercial y desarrollo de negocios · negociación · Supervisor",ventas,"Ventas, asesoría comercial y desarrollo de negocios",negociación,Supervisor,Virtual,Puntarenas,"ventas Ventas, asesoría comercial y desarrollo de negocios negociación ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0187,"Ventas, asesoría comercial y desarrollo de negocios · metas comerciales · Jefatura",ventas,"Ventas, asesoría comercial y desarrollo de negocios",metas comerciales,Jefatura,Híbrido,Zona Norte,"ventas Ventas, asesoría comercial y desarrollo de negocios metas comerciales ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0188,"Ventas, asesoría comercial y desarrollo de negocios · cartera de clientes · Consultor",ventas,"Ventas, asesoría comercial y desarrollo de negocios",cartera de clientes,Consultor,Campo,GAM,"ventas Ventas, asesoría comercial y desarrollo de negocios cartera de clientes ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0189,"Ventas, asesoría comercial y desarrollo de negocios · asesoría · Gestor",ventas,"Ventas, asesoría comercial y desarrollo de negocios",asesoría,Gestor,Mixto,Alajuela,"ventas Ventas, asesoría comercial y desarrollo de negocios asesoría ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0190,"Ventas, asesoría comercial y desarrollo de negocios · desarrollo · Instructor / formador",ventas,"Ventas, asesoría comercial y desarrollo de negocios",desarrollo,Instructor / formador,Presencial,Heredia,"ventas Ventas, asesoría comercial y desarrollo de negocios desarrollo ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0191,"Ventas, asesoría comercial y desarrollo de negocios · negocios · Control de calidad",ventas,"Ventas, asesoría comercial y desarrollo de negocios",negocios,Control de calidad,Virtual,Puntarenas,"ventas Ventas, asesoría comercial y desarrollo de negocios negocios ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0192,"Ventas, asesoría comercial y desarrollo de negocios · Ventas enfoque 17 · Datos y reportes",ventas,"Ventas, asesoría comercial y desarrollo de negocios",Ventas enfoque 17,Datos y reportes,Híbrido,Zona Norte,"ventas Ventas, asesoría comercial y desarrollo de negocios Ventas enfoque 17 ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0193,"Ventas, asesoría comercial y desarrollo de negocios · Ventas enfoque 18 · Herramientas digitales",ventas,"Ventas, asesoría comercial y desarrollo de negocios",Ventas enfoque 18,Herramientas digitales,Campo,GAM,"ventas Ventas, asesoría comercial y desarrollo de negocios Ventas enfoque 18 ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0194,"Ventas, asesoría comercial y desarrollo de negocios · Ventas enfoque 19 · Proyectos",ventas,"Ventas, asesoría comercial y desarrollo de negocios",Ventas enfoque 19,Proyectos,Mixto,Alajuela,"ventas Ventas, asesoría comercial y desarrollo de negocios Ventas enfoque 19 ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0195,"Ventas, asesoría comercial y desarrollo de negocios · Ventas enfoque 20 · Campo / operación local",ventas,"Ventas, asesoría comercial y desarrollo de negocios",Ventas enfoque 20,Campo / operación local,Presencial,Heredia,"ventas Ventas, asesoría comercial y desarrollo de negocios Ventas enfoque 20 ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0196,"Ventas, asesoría comercial y desarrollo de negocios · Ventas enfoque 21 · Servicio al usuario",ventas,"Ventas, asesoría comercial y desarrollo de negocios",Ventas enfoque 21,Servicio al usuario,Virtual,Puntarenas,"ventas Ventas, asesoría comercial y desarrollo de negocios Ventas enfoque 21 ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0197,"Ventas, asesoría comercial y desarrollo de negocios · Ventas enfoque 22 · Gestión comercial",ventas,"Ventas, asesoría comercial y desarrollo de negocios",Ventas enfoque 22,Gestión comercial,Híbrido,Zona Norte,"ventas Ventas, asesoría comercial y desarrollo de negocios Ventas enfoque 22 ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0198,"Ventas, asesoría comercial y desarrollo de negocios · Ventas enfoque 23 · Cumplimiento / normativa",ventas,"Ventas, asesoría comercial y desarrollo de negocios",Ventas enfoque 23,Cumplimiento / normativa,Campo,GAM,"ventas Ventas, asesoría comercial y desarrollo de negocios Ventas enfoque 23 ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0199,"Ventas, asesoría comercial y desarrollo de negocios · Ventas enfoque 24 · Emprendimiento",ventas,"Ventas, asesoría comercial y desarrollo de negocios",Ventas enfoque 24,Emprendimiento,Mixto,Alajuela,"ventas Ventas, asesoría comercial y desarrollo de negocios Ventas enfoque 24 ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0200,"Ventas, asesoría comercial y desarrollo de negocios · Ventas enfoque 25 · Gerencial / estratégico",ventas,"Ventas, asesoría comercial y desarrollo de negocios",Ventas enfoque 25,Gerencial / estratégico,Presencial,Heredia,"ventas Ventas, asesoría comercial y desarrollo de negocios Ventas enfoque 25 ventas vendedor asesor de ventas ejecutivo comercial comercial prospectar prospeccion prospección cierre negociacion"
MF-CR-0201,"Servicio al cliente, contact center y experiencia usuario · servicio al cliente · Entrada / auxiliar",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",servicio al cliente,Entrada / auxiliar,Virtual,San José,"servicio_cliente Servicio al cliente, contact center y experiencia usuario servicio al cliente servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0202,"Servicio al cliente, contact center y experiencia usuario · atencion al cliente · Asistente",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",atencion al cliente,Asistente,Híbrido,Cartago,"servicio_cliente Servicio al cliente, contact center y experiencia usuario atencion al cliente servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0203,"Servicio al cliente, contact center y experiencia usuario · atención al cliente · Técnico",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",atención al cliente,Técnico,Campo,Limón,"servicio_cliente Servicio al cliente, contact center y experiencia usuario atención al cliente servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0204,"Servicio al cliente, contact center y experiencia usuario · cliente · Técnico certificado",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",cliente,Técnico certificado,Mixto,Guanacaste,"servicio_cliente Servicio al cliente, contact center y experiencia usuario cliente servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0205,"Servicio al cliente, contact center y experiencia usuario · usuario · Operativo especializado",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",usuario,Operativo especializado,Presencial,Zona Sur,"servicio_cliente Servicio al cliente, contact center y experiencia usuario usuario servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0206,"Servicio al cliente, contact center y experiencia usuario · call center · Analista junior",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",call center,Analista junior,Virtual,San José,"servicio_cliente Servicio al cliente, contact center y experiencia usuario call center servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0207,"Servicio al cliente, contact center y experiencia usuario · contact center · Analista",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",contact center,Analista,Híbrido,Cartago,"servicio_cliente Servicio al cliente, contact center y experiencia usuario contact center servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0208,"Servicio al cliente, contact center y experiencia usuario · reclamos · Analista senior",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",reclamos,Analista senior,Campo,Limón,"servicio_cliente Servicio al cliente, contact center y experiencia usuario reclamos servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0209,"Servicio al cliente, contact center y experiencia usuario · consultas · Especialista",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",consultas,Especialista,Mixto,Guanacaste,"servicio_cliente Servicio al cliente, contact center y experiencia usuario consultas servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0210,"Servicio al cliente, contact center y experiencia usuario · experiencia del cliente · Coordinador",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",experiencia del cliente,Coordinador,Presencial,Zona Sur,"servicio_cliente Servicio al cliente, contact center y experiencia usuario experiencia del cliente servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0211,"Servicio al cliente, contact center y experiencia usuario · soporte al cliente · Supervisor",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",soporte al cliente,Supervisor,Virtual,San José,"servicio_cliente Servicio al cliente, contact center y experiencia usuario soporte al cliente servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0212,"Servicio al cliente, contact center y experiencia usuario · Servicio · Jefatura",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",Servicio,Jefatura,Híbrido,Cartago,"servicio_cliente Servicio al cliente, contact center y experiencia usuario Servicio servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0213,"Servicio al cliente, contact center y experiencia usuario · contact · Consultor",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",contact,Consultor,Campo,Limón,"servicio_cliente Servicio al cliente, contact center y experiencia usuario contact servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
MF-CR-0214,"Servicio al cliente, contact center y experiencia usuario · center · Gestor",servicio_cliente,"Servicio al cliente, contact center y experiencia usuario",center,Gestor,Mixto,Guanacaste,"servicio_cliente Servicio al cliente, contact center y experiencia usuario center servicio al cliente atencion al cliente atención al cliente cliente usuario call center contact center reclamos consultas experiencia del cliente"
